taxon_id,scientific_name,common_name_original,taxonomy_class,generic_label,detector_name_specific,detector_name_broad,grounding_dino_prompt_primary,grounding_dino_prompt_recommended,grounding_dino_prompt_fallback,grounding_dino_prompt_generic,qwen_label_recommended,prompt_strategy,aliases
27188,Plethodon cylindraceus,White-spotted Slimy Salamander,Amphibia,amphibian,white spotted slimy salamander,salamander,white spotted slimy salamander. amphibian.,salamander. amphibian.,salamander. amphibian.,amphibian.,salamander,broad_head,white spotted slimy salamander|salamander|amphibian
65976,Lithobates blairi,Plains Leopard Frog,Amphibia,amphibian,plains leopard frog,frog,plains leopard frog. amphibian.,frog. amphibian.,frog. amphibian.,amphibian.,frog,broad_head,plains leopard frog|frog|amphibian
27735,Salamandra atra,Alpine Salamander,Amphibia,amphibian,alpine salamander,salamander,alpine salamander. amphibian.,salamander. amphibian.,salamander. amphibian.,amphibian.,salamander,broad_head,alpine salamander|salamander|amphibian
66007,Lithobates septentrionalis,Mink Frog,Amphibia,amphibian,mink frog,frog,mink frog. amphibian.,frog. amphibian.,frog. amphibian.,amphibian.,frog,broad_head,mink frog|frog|amphibian
65448,Engystomops pustulosus,Túngara Frog,Amphibia,amphibian,tungara frog,frog,tungara frog. amphibian.,frog. amphibian.,frog. amphibian.,amphibian.,frog,broad_head,tungara frog|frog|amphibian
64987,Anaxyrus speciosus,Texas Toad,Amphibia,amphibian,texas toad,toad,texas toad. amphibian.,toad. amphibian.,toad. amphibian.,amphibian.,toad,broad_head,texas toad|toad|amphibian
923294,Zhangixalus moltrechti,Moltrecht's Green Tree Frog,Amphibia,amphibian,green tree frog,tree frog,green tree frog. amphibian.,tree frog. amphibian.,tree frog. amphibian.,amphibian.,tree frog,broad_head,green tree frog|tree frog|amphibian
64985,Anaxyrus quercicus,Oak Toad,Amphibia,amphibian,oak toad,toad,oak toad. amphibian.,toad. amphibian.,toad. amphibian.,amphibian.,toad,broad_head,oak toad|toad|amphibian
27519,Speleomantes strinatii,Strinati's Cave Salamander,Amphibia,amphibian,cave salamander,salamander,cave salamander. amphibian.,salamander. amphibian.,salamander. amphibian.,amphibian.,salamander,broad_head,cave salamander|salamander|amphibian
25231,Crinia signifera,Common Eastern Froglet,Amphibia,amphibian,common eastern froglet,froglet,common eastern froglet. amphibian.,froglet. amphibian.,froglet. amphibian.,amphibian.,froglet,broad_head,common eastern froglet|froglet|amphibian
27107,Eurycea guttolineata,Three-lined Salamander,Amphibia,amphibian,three lined salamander,salamander,three lined salamander. amphibian.,salamander. amphibian.,salamander. amphibian.,amphibian.,salamander,broad_head,three lined salamander|salamander|amphibian
710315,Buergeria otai,Ota's stream tree frog,Amphibia,amphibian,stream tree frog,tree frog,stream tree frog. amphibian.,tree frog. amphibian.,tree frog. amphibian.,amphibian.,tree frog,broad_head,stream tree frog|tree frog|amphibian
24263,Pseudacris feriarum,Upland Chorus Frog,Amphibia,amphibian,upland chorus frog,chorus frog,upland chorus frog. amphibian.,chorus frog. amphibian.,chorus frog. amphibian.,amphibian.,chorus frog,broad_head,upland chorus frog|chorus frog|amphibian
25457,Xenopus laevis,African Clawed Frog,Amphibia,amphibian,african clawed frog,frog,african clawed frog. amphibian.,frog. amphibian.,frog. amphibian.,amphibian.,frog,broad_head,african clawed frog|frog|amphibian
